	mH3	mH1	mH2	thetahS	thetahX	thetaSX	vs	vx
206	133.55555555555554	8.454545454545455	125.09	1.352	1.175	-0.407	120.0	890.0
207	133.55555555555554	9.696969696969697	125.09	1.352	1.175	-0.407	120.0	890.0
208	133.55555555555554	10.93939393939394	125.09	1.352	1.175	-0.407	120.0	890.0
209	133.55555555555554	12.181818181818182	125.09	1.352	1.175	-0.407	120.0	890.0
210	133.55555555555554	13.424242424242424	125.09	1.352	1.175	-0.407	120.0	890.0
211	133.55555555555554	14.666666666666666	125.09	1.352	1.175	-0.407	120.0	890.0
212	133.55555555555554	15.90909090909091	125.09	1.352	1.175	-0.407	120.0	890.0
213	133.55555555555554	17.151515151515152	125.09	1.352	1.175	-0.407	120.0	890.0
214	133.55555555555554	18.393939393939394	125.09	1.352	1.175	-0.407	120.0	890.0
215	133.55555555555554	19.636363636363637	125.09	1.352	1.175	-0.407	120.0	890.0
216	133.55555555555554	20.87878787878788	125.09	1.352	1.175	-0.407	120.0	890.0
217	133.55555555555554	22.12121212121212	125.09	1.352	1.175	-0.407	120.0	890.0
218	133.55555555555554	23.363636363636363	125.09	1.352	1.175	-0.407	120.0	890.0
219	133.55555555555554	24.606060606060606	125.09	1.352	1.175	-0.407	120.0	890.0
220	133.55555555555554	25.848484848484848	125.09	1.352	1.175	-0.407	120.0	890.0
221	133.55555555555554	27.09090909090909	125.09	1.352	1.175	-0.407	120.0	890.0
222	133.55555555555554	28.333333333333332	125.09	1.352	1.175	-0.407	120.0	890.0
223	133.55555555555554	29.575757575757574	125.09	1.352	1.175	-0.407	120.0	890.0
224	133.55555555555554	30.81818181818182	125.09	1.352	1.175	-0.407	120.0	890.0
225	133.55555555555554	32.06060606060606	125.09	1.352	1.175	-0.407	120.0	890.0
226	133.55555555555554	33.303030303030305	125.09	1.352	1.175	-0.407	120.0	890.0
227	133.55555555555554	34.54545454545455	125.09	1.352	1.175	-0.407	120.0	890.0
228	133.55555555555554	35.78787878787879	125.09	1.352	1.175	-0.407	120.0	890.0
229	133.55555555555554	37.03030303030303	125.09	1.352	1.175	-0.407	120.0	890.0
230	133.55555555555554	38.27272727272727	125.09	1.352	1.175	-0.407	120.0	890.0
231	133.55555555555554	39.515151515151516	125.09	1.352	1.175	-0.407	120.0	890.0
232	133.55555555555554	40.75757575757576	125.09	1.352	1.175	-0.407	120.0	890.0
233	133.55555555555554	42.0	125.09	1.352	1.175	-0.407	120.0	890.0
234	133.55555555555554	43.24242424242424	125.09	1.352	1.175	-0.407	120.0	890.0
235	133.55555555555554	44.484848484848484	125.09	1.352	1.175	-0.407	120.0	890.0
236	133.55555555555554	45.72727272727273	125.09	1.352	1.175	-0.407	120.0	890.0
237	133.55555555555554	46.96969696969697	125.09	1.352	1.175	-0.407	120.0	890.0
238	133.55555555555554	48.21212121212121	125.09	1.352	1.175	-0.407	120.0	890.0
239	133.55555555555554	49.45454545454545	125.09	1.352	1.175	-0.407	120.0	890.0
240	133.55555555555554	50.696969696969695	125.09	1.352	1.175	-0.407	120.0	890.0
241	133.55555555555554	51.93939393939394	125.09	1.352	1.175	-0.407	120.0	890.0
242	133.55555555555554	53.18181818181818	125.09	1.352	1.175	-0.407	120.0	890.0
243	133.55555555555554	54.42424242424242	125.09	1.352	1.175	-0.407	120.0	890.0
244	133.55555555555554	55.666666666666664	125.09	1.352	1.175	-0.407	120.0	890.0
245	133.55555555555554	56.90909090909091	125.09	1.352	1.175	-0.407	120.0	890.0
246	133.55555555555554	58.15151515151515	125.09	1.352	1.175	-0.407	120.0	890.0
247	133.55555555555554	59.39393939393939	125.09	1.352	1.175	-0.407	120.0	890.0
248	133.55555555555554	60.63636363636364	125.09	1.352	1.175	-0.407	120.0	890.0
249	133.55555555555554	61.87878787878788	125.09	1.352	1.175	-0.407	120.0	890.0
250	133.55555555555554	63.121212121212125	125.09	1.352	1.175	-0.407	120.0	890.0
251	133.55555555555554	64.36363636363637	125.09	1.352	1.175	-0.407	120.0	890.0
252	133.55555555555554	65.60606060606061	125.09	1.352	1.175	-0.407	120.0	890.0
253	133.55555555555554	66.84848484848484	125.09	1.352	1.175	-0.407	120.0	890.0
254	133.55555555555554	68.0909090909091	125.09	1.352	1.175	-0.407	120.0	890.0
255	133.55555555555554	69.33333333333333	125.09	1.352	1.175	-0.407	120.0	890.0
256	133.55555555555554	70.57575757575758	125.09	1.352	1.175	-0.407	120.0	890.0
257	133.55555555555554	71.81818181818181	125.09	1.352	1.175	-0.407	120.0	890.0
258	133.55555555555554	73.06060606060606	125.09	1.352	1.175	-0.407	120.0	890.0
259	133.55555555555554	74.3030303030303	125.09	1.352	1.175	-0.407	120.0	890.0
260	133.55555555555554	75.54545454545455	125.09	1.352	1.175	-0.407	120.0	890.0
261	133.55555555555554	76.78787878787878	125.09	1.352	1.175	-0.407	120.0	890.0
262	133.55555555555554	78.03030303030303	125.09	1.352	1.175	-0.407	120.0	890.0
263	133.55555555555554	79.27272727272727	125.09	1.352	1.175	-0.407	120.0	890.0
264	133.55555555555554	80.51515151515152	125.09	1.352	1.175	-0.407	120.0	890.0
